recordid,<fullpath>,<realpath>,<pageno>,<createdate>,城市,房源,小区,租金,看房人数,房型,面积,朝向,楼层,建立年代,地铁,链接
162,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,上地东里3居室 03卧,上地东里??,2930元/月,0,3室1厅??,13平米??,西,中楼层(共6层),1997年建板楼,,https://bj.lianjia.com/zufang/BJ0002983413.html
163,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,红联村3居室 03卧,红联村??,2930元/月,0,3室1厅??,9平米??,北,高楼层(共6层),1987年建板楼,,https://bj.lianjia.com/zufang/BJ0002980707.html
164,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,水木天成3居室 01卧,水木天成??,2960元/月,0,3室1厅??,14平米??,西,高楼层(共28层),2005年建塔楼,,https://bj.lianjia.com/zufang/BJ0002982934.html
165,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,上地南路6号院4居室 02卧,上地南路6号院??,2790元/月,0,4室1厅??,15平米??,北,中楼层(共6层),1999年建板楼,距离13号线上地站580米,https://bj.lianjia.com/zufang/BJ0002992896.html
166,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,百旺新城3居室 01卧,百旺新城??,2790元/月,0,3室1厅??,15平米??,南,低楼层(共6层),2009年建板楼,距离16号线西北旺站1085米,https://bj.lianjia.com/zufang/BJ0002997339.html
167,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,红联村3号院3居室 01卧,红联村3号院??,2990元/月,0,3室1厅??,11平米??,南,高楼层(共6层),1982年建板楼,,https://bj.lianjia.com/zufang/BJ0002988625.html
168,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,普惠南里3居室 02卧,普惠南里??,2590元/月,0,3室1厅??,9平米??,北,低楼层(共16层),1987年建塔楼,距离1号线公主坟站400米,https://bj.lianjia.com/zufang/BJ0002987754.html
169,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,普惠南里3居室 03卧,普惠南里??,2590元/月,0,3室1厅??,9平米??,北,低楼层(共16层),1987年建塔楼,距离1号线公主坟站400米,https://bj.lianjia.com/zufang/BJ0002987755.html
170,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,冠城大通百旺府4居室 01卧,冠城大通百旺府??,2760元/月,0,4室1厅??,17平米??,南,中楼层(共6层),2013年建板楼,,https://bj.lianjia.com/zufang/BJ0002987955.html
171,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,上地东里3居室 02卧,上地东里??,2730元/月,0,3室1厅??,8平米??,北,高楼层(共10层),1998年建板楼,距离13号线上地站1145米,https://bj.lianjia.com/zufang/BJ0002988619.html
172,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,北坞嘉园西里3居室 01卧,北坞嘉园西里??,2630元/月,0,3室1厅??,14平米??,南,高楼层(共6层),,,https://bj.lianjia.com/zufang/BJ0002978931.html
173,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,六建2居室 02卧,六建??,2660元/月,0,2室1厅??,13平米??,北,低楼层(共6层),1981年建板楼,距离1号线五棵松站425米,https://bj.lianjia.com/zufang/BJ0002986825.html
174,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,金隅美和园东区3居室 02卧,金隅美和园东区??,2530元/月,1,3室1厅??,17平米??,北,低楼层(共6层),2008年建板楼,距离13号线上地站1120米,https://bj.lianjia.com/zufang/BJ0002991006.html
175,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,世华龙樾3居室 02卧,世华龙樾??,2560元/月,0,3室1厅??,10平米??,北,低楼层(共18层),2013年建板塔结合,距离8号线西小口站141米,https://bj.lianjia.com/zufang/BJ0002951080.html
176,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,知春路2号院3居室 02卧,知春路2号院??,2660元/月,0,3室1厅??,7平米??,北,中楼层(共9层),1995年建板塔结合,距离10号线西土城站263米,https://bj.lianjia.com/zufang/BJ0003001266.html
177,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,兰园3居室 03卧,兰园??,2590元/月,0,3室1厅??,14平米??,北,低楼层(共6层),1998年建板楼,距离16号线马连洼站507米,https://bj.lianjia.com/zufang/BJ0003000220.html
178,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,永泰园2居室 02卧,永泰园??,2860元/月,0,2室1厅??,11平米??,南,高楼层(共6层),1999年建板楼,距离8号线永泰庄站872米,https://bj.lianjia.com/zufang/BJ0002997535.html
179,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,永泰园2居室 01卧,永泰园??,2530元/月,0,2室1厅??,8平米??,南,高楼层(共6层),1999年建板楼,距离8号线永泰庄站872米,https://bj.lianjia.com/zufang/BJ0002997534.html
180,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,图景家园2居室 01卧,图景家园??,2530元/月,0,2室1厅??,15平米??,南,中楼层(共17层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002981111.html
181,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,三建宿舍3居室 02卧,三建宿舍??,2590元/月,0,3室1厅??,9平米??,北,低楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002978059.html
182,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,图景家园2居室 01卧,图景家园??,2530元/月,0,2室1厅??,15平米??,南,中楼层(共17层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002981111.html
183,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,图景家园2居室 01卧,图景家园??,2530元/月,0,2室1厅??,15平米??,南,低楼层(共17层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002993422.html
184,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,天香颐北里4居室 02卧,天香颐北里??,2560元/月,0,4室1厅??,13平米??,南,高楼层(共6层),2002年建板楼,,https://bj.lianjia.com/zufang/BJ0002994057.html
185,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,天香颐北里4居室 05卧,天香颐北里??,2960元/月,0,4室1厅??,25平米??,南,高楼层(共6层),2002年建板楼,,https://bj.lianjia.com/zufang/BJ0002994059.html
186,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,景宜里4居室 05卧,景宜里??,2590元/月,0,4室1厅??,16平米??,南,低楼层(共9层),2003年建板楼,,https://bj.lianjia.com/zufang/BJ0002996310.html
187,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,北太平庄路3居室 02卧,北太平庄路??,2990元/月,1,3室1厅??,14平米??,北,高楼层(共6层),1986年建板楼,距离10号线牡丹园站530米,https://bj.lianjia.com/zufang/BJ0002983248.html
188,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,文慧园15号16公寓4居室 03卧,文慧园15号16公寓??,2890元/月,0,4室1厅??,9平米??,西,中楼层(共22层),2004年建塔楼,,https://bj.lianjia.com/zufang/BJ0002996604.html
189,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,七彩华园4居室 05卧,七彩华园??,2830元/月,0,4室1厅??,18平米??,南,中楼层(共7层),2005年建板楼,距离16号线农大南路站1046米,https://bj.lianjia.com/zufang/BJ0002997690.html
190,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,金隅美和园东区3居室 03卧,金隅美和园东区??,2730元/月,0,3室1厅??,20平米??,北,低楼层(共6层),2008年建板楼,距离13号线上地站1120米,https://bj.lianjia.com/zufang/BJ0002991007.html
191,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,百旺新城3居室 03卧,百旺新城??,2660元/月,0,3室1厅??,13平米??,北,高楼层(共6层),2004年建板楼,距离16号线西北旺站1083米,https://bj.lianjia.com/zufang/BJ0002984762.html
192,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,百旺新城3居室 03卧,百旺新城??,2590元/月,0,3室1厅??,14平米??,南,低楼层(共6层),2009年建板楼,距离16号线西北旺站1085米,https://bj.lianjia.com/zufang/BJ0002997341.html
193,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,上地南路6号院4居室 03卧,上地南路6号院??,2590元/月,0,4室1厅??,12平米??,北,中楼层(共6层),1999年建板楼,距离13号线上地站580米,https://bj.lianjia.com/zufang/BJ0003000878.html
194,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,百旺新城3居室 01卧,百旺新城??,2890元/月,0,3室1厅??,12平米??,南,高楼层(共6层),2004年建板楼,距离16号线西北旺站1170米,https://bj.lianjia.com/zufang/BJ0002983175.html
195,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,六里屯二区3居室 03卧,六里屯二区??,2590元/月,0,3室1厅??,16平米??,南,低楼层(共11层),,,https://bj.lianjia.com/zufang/BJ0002992808.html
196,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,金隅美和园东区3居室 01卧,金隅美和园东区??,2890元/月,1,3室1厅??,18平米??,南,低楼层(共6层),2008年建板楼,距离13号线上地站1120米,https://bj.lianjia.com/zufang/BJ0002991005.html
197,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,三建宿舍3居室 01卧,三建宿舍??,2790元/月,0,3室1厅??,12平米??,南,低楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002978058.html
198,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,百旺新城3居室 01卧,百旺新城??,2830元/月,0,3室1厅??,12平米??,南,高楼层(共6层),2004年建板楼,距离16号线西北旺站1083米,https://bj.lianjia.com/zufang/BJ0002984760.html
199,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,百旺新城3居室 03卧,百旺新城??,2790元/月,0,3室1厅??,10平米??,南,高楼层(共6层),2004年建板楼,距离16号线西北旺站812米,https://bj.lianjia.com/zufang/BJ0002991209.html
200,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,月季园3居室 03卧,月季园??,2930元/月,0,3室1厅??,10平米??,北,高楼层(共21层),1997年建塔楼,距离10号线牡丹园站580米,https://bj.lianjia.com/zufang/BJ0002983256.html
201,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,唐家岭新城2居室 01卧,唐家岭新城??,2560元/月,0,2室1厅??,15平米??,南,低楼层(共16层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002964335.html
202,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,北辰香麓6居室 01卧,北辰香麓??,2690元/月,0,6室1厅??,25平米??,南,中楼层(共5层),2009年建板楼,,https://bj.lianjia.com/zufang/BJ0002977120.html
203,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,兰德华庭4居室 05卧,兰德华庭??,2590元/月,0,4室1厅??,18平米??,南,低楼层(共13层),2004年建板楼,,https://bj.lianjia.com/zufang/BJ0002993049.html
204,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,马连洼1号院3居室 02卧,马连洼1号院??,2730元/月,0,3室1厅??,12平米??,南,低楼层(共6层),1995年建塔楼,,https://bj.lianjia.com/zufang/BJ0003002486.html
205,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,德胜门西大街甲5号3居室 02卧,德胜门西大街甲5号??,2860元/月,2,3室1厅??,10平米??,西,中楼层(共9层),1999年建塔楼,距离2号线积水潭站1132米,https://bj.lianjia.com/zufang/BJ0002962060.html
206,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,马连洼1号院3居室 01卧,马连洼1号院??,2930元/月,0,3室1厅??,15平米??,南,低楼层(共6层),1995年建塔楼,,https://bj.lianjia.com/zufang/BJ0003002485.html
207,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,永泰园3居室 02卧,永泰园??,2790元/月,0,3室1厅??,12平米??,东,高楼层(共31层),2002年建塔楼,距离8号线永泰庄站782米,https://bj.lianjia.com/zufang/BJ0002911099.html
208,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,图景家园3居室 01卧,图景家园??,2530元/月,0,3室1厅??,12平米??,南,中楼层(共19层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002958232.html
209,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,图景家园3居室 03卧,图景家园??,2530元/月,0,3室1厅??,13平米??,南,中楼层(共19层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002958234.html
210,https://bj.lianjia.com/zufang/haidian/pg7rp3/,https://bj.lianjia.com/zufang/haidian/pg7rp3/,6,2017-08-24 14:02:50.0,北京,枫蓝国际4居室 03卧,枫蓝国际??,2960元/月,0,4室1厅??,8平米??,南,低楼层(共21层),2005年建塔楼,,https://bj.lianjia.com/zufang/BJ0002951947.html
211,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,德胜门西大街甲5号3居室 03卧,德胜门西大街甲5号??,2860元/月,0,3室1厅??,10平米??,西,中楼层(共9层),1999年建塔楼,距离2号线积水潭站1132米,https://bj.lianjia.com/zufang/BJ0002962061.html
212,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,知春路2号院3居室 03卧,知春路2号院??,2730元/月,0,3室1厅??,7平米??,东,高楼层(共6层),1995年建板楼,距离10号线西土城站253米,https://bj.lianjia.com/zufang/BJ0003001917.html
213,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,梅园2居室 02卧,梅园??,2590元/月,0,2室1厅??,10平米??,南,中楼层(共6层),1995年建板楼,距离16号线马连洼站584米,https://bj.lianjia.com/zufang/BJ0003001861.html
214,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,肖家河新村东区3居室 01卧,肖家河新村东区??,2790元/月,0,3室1厅??,15平米??,南,中楼层(共10层),,距离16号线农大南路站531米,https://bj.lianjia.com/zufang/BJ0003002290.html
215,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,宝盛北里3居室 01卧,宝盛北里??,2690元/月,0,3室1厅??,15平米??,北,高楼层(共6层),2004年建板楼,,https://bj.lianjia.com/zufang/BJ0003002436.html
216,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,马连洼1号院3居室 03卧,马连洼1号院??,2590元/月,0,3室1厅??,10平米??,南,低楼层(共6层),1995年建塔楼,,https://bj.lianjia.com/zufang/BJ0003002487.html
217,https://bj.lianjia.com/zufang/haidian/pg8rp3/,https://bj.lianjia.com/zufang/haidian/pg8rp3/,7,2017-08-24 14:03:05.0,北京,牡丹园北里5居室 03卧,牡丹园北里??,2560元/月,0,5室1厅??,8平米??,北,中楼层(共18层),1997年建塔楼,距离10号线健德门站839米,https://bj.lianjia.com/zufang/BJ0003002482.html
